epic_id,epic_title,phase,epic_priority,story_id,story_title,persona,story_value,story_priority,story_points,depends_on,acceptance_criteria,task_id,task_title,component,task_estimate_days
E0,Engineering Foundation,Sprint 0,P0,US-0002,Local infrastructure with Docker Compose,Developer,run all required local dependencies predictably,P0,5,US-0001,"Docker Compose starts PostgreSQL/pgvector, Redis, RabbitMQ and MinIO. | Health checks make dependency readiness observable. | Local secrets are example-only and not production credentials.",US-0002-T05,Add one-command local startup smoke script,Platform,1
E0,Engineering Foundation,Sprint 0,P0,US-0003,CI quality gate,Developer,"catch formatting, test and contract failures before merge",P0,5,US-0001,"Pull requests run format/lint, unit tests and YAML/JSON contract parsing. | Build fails on architecture rule violations once Core modules exist.",US-0003-T01,Create GitHub Actions workflow for Java,DevOps,1
E0,Engineering Foundation,Sprint 0,P0,US-0003,CI quality gate,Developer,"catch formatting, test and contract failures before merge",P0,5,US-0001,"Pull requests run format/lint, unit tests and YAML/JSON contract parsing. | Build fails on architecture rule violations once Core modules exist.",US-0003-T02,Create Python lint/test workflow,DevOps,1
E0,Engineering Foundation,Sprint 0,P0,US-0003,CI quality gate,Developer,"catch formatting, test and contract failures before merge",P0,5,US-0001,"Pull requests run format/lint, unit tests and YAML/JSON contract parsing. | Build fails on architecture rule violations once Core modules exist.",US-0003-T03,Create TypeScript lint/test workflow,DevOps,1
E0,Engineering Foundation,Sprint 0,P0,US-0003,CI quality gate,Developer,"catch formatting, test and contract failures before merge",P0,5,US-0001,"Pull requests run format/lint, unit tests and YAML/JSON contract parsing. | Build fails on architecture rule violations once Core modules exist.",US-0003-T04,Add OpenAPI/AsyncAPI/JSON schema parsing checks,DevOps,1
E0,Engineering Foundation,Sprint 0,P0,US-0003,CI quality gate,Developer,"catch formatting, test and contract failures before merge",P0,5,US-0001,"Pull requests run format/lint, unit tests and YAML/JSON contract parsing. | Build fails on architecture rule violations once Core modules exist.",US-0003-T05,Cache build dependencies safely,DevOps,1
E0,Engineering Foundation,Sprint 0,P0,US-0004,Database migration baseline,Developer,have one controlled owner for schema evolution,P0,3,US-0002,Initial migration creates required extensions/tables/indexes. | Migration can run from empty DB repeatedly in CI.,US-0004-T01,Choose Flyway or Liquibase and configure Core,Core,1
E0,Engineering Foundation,Sprint 0,P0,US-0004,Database migration baseline,Developer,have one controlled owner for schema evolution,P0,3,US-0002,Initial migration creates required extensions/tables/indexes. | Migration can run from empty DB repeatedly in CI.,US-0004-T02,Translate Phase 0 schema.sql into V1 migration,Database,2
E0,Engineering Foundation,Sprint 0,P0,US-0004,Database migration baseline,Developer,have one controlled owner for schema evolution,P0,3,US-0002,Initial migration creates required extensions/tables/indexes. | Migration can run from empty DB repeatedly in CI.,US-0004-T03,Add migration integration test on clean PostgreSQL,Test,1
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0101,Register and login,Learner,create an account and obtain a secure session,P0,5,US-0004,Valid registration creates active user and tokens. | Passwords are hashed; duplicate email is rejected. | Invalid credentials return stable error without leaking which field was wrong.,US-0101-T01,Implement User aggregate/repository,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0101,Register and login,Learner,create an account and obtain a secure session,P0,5,US-0004,Valid registration creates active user and tokens. | Passwords are hashed; duplicate email is rejected. | Invalid credentials return stable error without leaking which field was wrong.,US-0101-T02,Implement password hashing policy,Security,1
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0101,Register and login,Learner,create an account and obtain a secure session,P0,5,US-0004,Valid registration creates active user and tokens. | Passwords are hashed; duplicate email is rejected. | Invalid credentials return stable error without leaking which field was wrong.,US-0101-T03,Implement register/login commands and controller,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0101,Register and login,Learner,create an account and obtain a secure session,P0,5,US-0004,Valid registration creates active user and tokens. | Passwords are hashed; duplicate email is rejected. | Invalid credentials return stable error without leaking which field was wrong.,US-0101-T04,Implement JWT access token service,Security,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0101,Register and login,Learner,create an account and obtain a secure session,P0,5,US-0004,Valid registration creates active user and tokens. | Passwords are hashed; duplicate email is rejected. | Invalid credentials return stable error without leaking which field was wrong.,US-0101-T05,Add auth integration/negative tests,Test,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0102,Refresh token rotation and logout,Learner,remain signed in safely and revoke sessions,P0,5,US-0101,Refresh token is stored hashed and rotated on use. | Reusing a revoked token is rejected. | Logout revokes the target refresh session.,US-0102-T01,Implement RefreshSession domain model,Core,1
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0102,Refresh token rotation and logout,Learner,remain signed in safely and revoke sessions,P0,5,US-0101,Refresh token is stored hashed and rotated on use. | Reusing a revoked token is rejected. | Logout revokes the target refresh session.,US-0102-T02,Implement hashed refresh token persistence,Security,1
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0102,Refresh token rotation and logout,Learner,remain signed in safely and revoke sessions,P0,5,US-0101,Refresh token is stored hashed and rotated on use. | Reusing a revoked token is rejected. | Logout revokes the target refresh session.,US-0102-T03,Implement rotate/revoke flow,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0102,Refresh token rotation and logout,Learner,remain signed in safely and revoke sessions,P0,5,US-0101,Refresh token is stored hashed and rotated on use. | Reusing a revoked token is rejected. | Logout revokes the target refresh session.,US-0102-T04,Add token expiry/rotation tests,Test,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0103,Workspace membership and RBAC,Learner,access only workspaces where I am a member,P0,8,US-0101,Workspace creator is OWNER. | Non-member cannot read or mutate workspace resources. | Role checks are reusable across modules.,US-0103-T01,Implement Workspace and WorkspaceMember aggregates,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0103,Workspace membership and RBAC,Learner,access only workspaces where I am a member,P0,8,US-0101,Workspace creator is OWNER. | Non-member cannot read or mutate workspace resources. | Role checks are reusable across modules.,US-0103-T02,Implement WorkspaceAuthorization application interface,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0103,Workspace membership and RBAC,Learner,access only workspaces where I am a member,P0,8,US-0101,Workspace creator is OWNER. | Non-member cannot read or mutate workspace resources. | Role checks are reusable across modules.,US-0103-T03,Implement workspace endpoints,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0103,Workspace membership and RBAC,Learner,access only workspaces where I am a member,P0,8,US-0101,Workspace creator is OWNER. | Non-member cannot read or mutate workspace resources. | Role checks are reusable across modules.,US-0103-T04,Add authorization matrix tests,Security,3
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0103,Workspace membership and RBAC,Learner,access only workspaces where I am a member,P0,8,US-0101,Workspace creator is OWNER. | Non-member cannot read or mutate workspace resources. | Role checks are reusable across modules.,US-0103-T05,Add audit event for membership changes,Observability,1
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0104,Google OAuth sign-in,Learner,sign in using an external identity without weakening StudyOS authorization,P1,5,US-0101,External subject maps to one internal user identity. | OAuth provider claims never directly grant workspace access.,US-0104-T01,Add OAuth provider adapter,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0104,Google OAuth sign-in,Learner,sign in using an external identity without weakening StudyOS authorization,P1,5,US-0101,External subject maps to one internal user identity. | OAuth provider claims never directly grant workspace access.,US-0104-T02,Implement identity linking rules,Core,2
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0104,Google OAuth sign-in,Learner,sign in using an external identity without weakening StudyOS authorization,P1,5,US-0101,External subject maps to one internal user identity. | OAuth provider claims never directly grant workspace access.,US-0104-T03,Add callback/error handling,Web,1
E1,Identity & Tenant Isolation,Sprint 1,P0,US-0104,Google OAuth sign-in,Learner,sign in using an external identity without weakening StudyOS authorization,P1,5,US-0101,External subject maps to one internal user identity. | OAuth provider claims never directly grant workspace access.,US-0104-T04,Test account/link collision cases,Test,2
E2,Workspace & Notebook,Sprint 1-2,P0,US-0201,Create and manage notebooks,Learner,organize one learning topic and goal,P0,5,US-0103,Member can create/list/read/update/archive notebooks in workspace. | Cross-workspace notebook IDs are forbidden/not found safely.,US-0201-T01,Implement Notebook aggregate and repository,Core,2
E2,Workspace & Notebook,Sprint 1-2,P0,US-0201,Create and manage notebooks,Learner,organize one learning topic and goal,P0,5,US-0103,Member can create/list/read/update/archive notebooks in workspace. | Cross-workspace notebook IDs are forbidden/not found safely.,US-0201-T02,Implement notebook application service,Core,1
E2,Workspace & Notebook,Sprint 1-2,P0,US-0201,Create and manage notebooks,Learner,organize one learning topic and goal,P0,5,US-0103,Member can create/list/read/update/archive notebooks in workspace. | Cross-workspace notebook IDs are forbidden/not found safely.,US-0201-T03,Implement REST endpoints from OpenAPI,Core,2
E2,Workspace & Notebook,Sprint 1-2,P0,US-0201,Create and manage notebooks,Learner,organize one learning topic and goal,P0,5,US-0103,Member can create/list/read/update/archive notebooks in workspace. | Cross-workspace notebook IDs are forbidden/not found safely.,US-0201-T04,Add indexes/query tests,Database,1
E2,Workspace & Notebook,Sprint 1-2,P0,US-0201,Create and manage notebooks,Learner,organize one learning topic and goal,P0,5,US-0103,Member can create/list/read/update/archive notebooks in workspace. | Cross-workspace notebook IDs are forbidden/not found safely.,US-0201-T05,Build notebook list/create UI,Web,2
E2,Workspace & Notebook,Sprint 1-2,P0,US-0202,Notebook goal metadata,Learner,state what I am trying to learn so later recommendations have context,P1,3,US-0201,Notebook can store goal text separately from title/description. | Goal metadata is returned to AI only through server-created context.,US-0202-T01,Add goalText validation and persistence,Core,1
E2,Workspace & Notebook,Sprint 1-2,P0,US-0202,Notebook goal metadata,Learner,state what I am trying to learn so later recommendations have context,P1,3,US-0201,Notebook can store goal text separately from title/description. | Goal metadata is returned to AI only through server-created context.,US-0202-T02,Add notebook settings UI,Web,1
E2,Workspace & Notebook,Sprint 1-2,P0,US-0202,Notebook goal metadata,Learner,state what I am trying to learn so later recommendations have context,P1,3,US-0201,Notebook can store goal text separately from title/description. | Goal metadata is returned to AI only through server-created context.,US-0202-T03,Add contract/integration tests,Test,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0301,Presigned PDF upload,Learner,upload a document without tying up the Core API process,P0,8,US-0201,"Upload-init validates membership, MIME, size and quota. | Browser uploads using short-lived signed URL. | Upload-complete queues processing only after source/object checks.",US-0301-T01,Implement Source/SourceVersion aggregates and state machine,Core,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0301,Presigned PDF upload,Learner,upload a document without tying up the Core API process,P0,8,US-0201,"Upload-init validates membership, MIME, size and quota. | Browser uploads using short-lived signed URL. | Upload-complete queues processing only after source/object checks.",US-0301-T02,Implement ObjectStoragePort and MinIO/S3 adapter,Core,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0301,Presigned PDF upload,Learner,upload a document without tying up the Core API process,P0,8,US-0201,"Upload-init validates membership, MIME, size and quota. | Browser uploads using short-lived signed URL. | Upload-complete queues processing only after source/object checks.",US-0301-T03,Implement upload-init endpoint,Core,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0301,Presigned PDF upload,Learner,upload a document without tying up the Core API process,P0,8,US-0201,"Upload-init validates membership, MIME, size and quota. | Browser uploads using short-lived signed URL. | Upload-complete queues processing only after source/object checks.",US-0301-T04,Implement upload-complete endpoint and checksum checks,Core,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0301,Presigned PDF upload,Learner,upload a document without tying up the Core API process,P0,8,US-0201,"Upload-init validates membership, MIME, size and quota. | Browser uploads using short-lived signed URL. | Upload-complete queues processing only after source/object checks.",US-0301-T05,Build upload UI with status polling,Web,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0301,Presigned PDF upload,Learner,upload a document without tying up the Core API process,P0,8,US-0201,"Upload-init validates membership, MIME, size and quota. | Browser uploads using short-lived signed URL. | Upload-complete queues processing only after source/object checks.",US-0301-T06,Add file size/MIME/security tests,Security,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0302,Transactional outbox publisher,Platform,never lose a source-processing request after database commit,P0,8,US-0301,Source queue transition and outbox insert commit atomically. | Publisher marks event published only after broker confirm. | Restarting publisher does not lose unpublished rows.,US-0302-T01,Implement outbox entity/repository,Core,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0302,Transactional outbox publisher,Platform,never lose a source-processing request after database commit,P0,8,US-0301,Source queue transition and outbox insert commit atomically. | Publisher marks event published only after broker confirm. | Restarting publisher does not lose unpublished rows.,US-0302-T02,Implement outbox insertion in source transaction,Core,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0302,Transactional outbox publisher,Platform,never lose a source-processing request after database commit,P0,8,US-0301,Source queue transition and outbox insert commit atomically. | Publisher marks event published only after broker confirm. | Restarting publisher does not lose unpublished rows.,US-0302-T03,Implement publisher batching with SKIP LOCKED,Core,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0302,Transactional outbox publisher,Platform,never lose a source-processing request after database commit,P0,8,US-0301,Source queue transition and outbox insert commit atomically. | Publisher marks event published only after broker confirm. | Restarting publisher does not lose unpublished rows.,US-0302-T04,Enable RabbitMQ publisher confirms,Messaging,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0302,Transactional outbox publisher,Platform,never lose a source-processing request after database commit,P0,8,US-0301,Source queue transition and outbox insert commit atomically. | Publisher marks event published only after broker confirm. | Restarting publisher does not lose unpublished rows.,US-0302-T05,Add crash/retry integration tests,Test,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T01,Implement RabbitMQ consumer foundation,Worker,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T02,Implement processed_events idempotency helper,Worker,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T03,Implement PDF parser adapter,Worker,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T04,Define normalized document schema,AI,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T05,Write normalized artifact to object storage,Worker,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T06,Publish source.parsed/source.failed events,Worker,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0303,PDF parse and normalize worker,Learner,convert uploaded PDF into structured text while preserving provenance,P0,8,US-0302,Worker consumes parse request idempotently. | Normalized output preserves section/page information where parser provides it. | Corrupt/unsupported documents become explicit FAILED state.,US-0303-T07,Add parser fixture tests,Test,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0304,Chunk and embedding index,Learner,make normalized source retrievable by semantic and lexical search,P0,8,US-0303,Chunks are deterministic and linked to page/section/time metadata. | Duplicate event does not create duplicate chunks. | Each chunk has embedding/config version and FTS representation.,US-0304-T01,Implement section-aware chunker,AI,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0304,Chunk and embedding index,Learner,make normalized source retrievable by semantic and lexical search,P0,8,US-0303,Chunks are deterministic and linked to page/section/time metadata. | Duplicate event does not create duplicate chunks. | Each chunk has embedding/config version and FTS representation.,US-0304-T02,Implement embedding provider interface,AI,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0304,Chunk and embedding index,Learner,make normalized source retrievable by semantic and lexical search,P0,8,US-0303,Chunks are deterministic and linked to page/section/time metadata. | Duplicate event does not create duplicate chunks. | Each chunk has embedding/config version and FTS representation.,US-0304-T03,Implement index worker and batch embeddings,Worker,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0304,Chunk and embedding index,Learner,make normalized source retrievable by semantic and lexical search,P0,8,US-0303,Chunks are deterministic and linked to page/section/time metadata. | Duplicate event does not create duplicate chunks. | Each chunk has embedding/config version and FTS representation.,US-0304-T04,Persist chunks/pgvector records idempotently,Database,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0304,Chunk and embedding index,Learner,make normalized source retrievable by semantic and lexical search,P0,8,US-0303,Chunks are deterministic and linked to page/section/time metadata. | Duplicate event does not create duplicate chunks. | Each chunk has embedding/config version and FTS representation.,US-0304-T05,Create FTS/vector indexes and explain plans,Database,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0304,Chunk and embedding index,Learner,make normalized source retrievable by semantic and lexical search,P0,8,US-0303,Chunks are deterministic and linked to page/section/time metadata. | Duplicate event does not create duplicate chunks. | Each chunk has embedding/config version and FTS representation.,US-0304-T06,Publish source.indexed event,Worker,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0305,Concept enrichment and READY transition,Learner,have source concepts available for later learning features,P1,8,US-0304,Concept candidates retain supporting chunk IDs and confidence. | Duplicate normalized concepts merge deterministically within notebook. | Core marks source READY only on valid completion event.,US-0305-T01,Implement concept extraction schema/prompt,AI,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0305,Concept enrichment and READY transition,Learner,have source concepts available for later learning features,P1,8,US-0304,Concept candidates retain supporting chunk IDs and confidence. | Duplicate normalized concepts merge deterministically within notebook. | Core marks source READY only on valid completion event.,US-0305-T02,Implement concept normalization/merge,AI,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0305,Concept enrichment and READY transition,Learner,have source concepts available for later learning features,P1,8,US-0304,Concept candidates retain supporting chunk IDs and confidence. | Duplicate normalized concepts merge deterministically within notebook. | Core marks source READY only on valid completion event.,US-0305-T03,Persist concepts/chunk_concepts safely,Database,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0305,Concept enrichment and READY transition,Learner,have source concepts available for later learning features,P1,8,US-0304,Concept candidates retain supporting chunk IDs and confidence. | Duplicate normalized concepts merge deterministically within notebook. | Core marks source READY only on valid completion event.,US-0305-T04,Publish source.ready.v1,Worker,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0305,Concept enrichment and READY transition,Learner,have source concepts available for later learning features,P1,8,US-0304,Concept candidates retain supporting chunk IDs and confidence. | Duplicate normalized concepts merge deterministically within notebook. | Core marks source READY only on valid completion event.,US-0305-T05,Implement Core source event consumer/state validation,Core,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0306,URL and raw text sources,Learner,add useful material without file upload,P1,5,US-0302,WEB/RAW source respects same notebook scope and state model. | HTML is sanitized/normalized as untrusted content.,US-0306-T01,Implement raw text source endpoint,Core,1
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0306,URL and raw text sources,Learner,add useful material without file upload,P1,5,US-0302,WEB/RAW source respects same notebook scope and state model. | HTML is sanitized/normalized as untrusted content.,US-0306-T02,Implement safe URL fetch policy/SSRF controls,Security,3
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0306,URL and raw text sources,Learner,add useful material without file upload,P1,5,US-0302,WEB/RAW source respects same notebook scope and state model. | HTML is sanitized/normalized as untrusted content.,US-0306-T03,Implement HTML extraction/sanitization worker,Worker,2
E3,Source Ingestion Platform,Sprint 2-4,P0,US-0306,URL and raw text sources,Learner,add useful material without file upload,P1,5,US-0302,WEB/RAW source respects same notebook scope and state model. | HTML is sanitized/normalized as untrusted content.,US-0306-T04,Add URL content tests and block private-network targets,Test,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0401,Hybrid retrieval baseline,Learner,retrieve the most relevant source evidence for a question,P0,8,US-0304,Retrieval always applies workspace/notebook filters. | Vector and lexical results are fused into one ranked candidate list. | Debug mode exposes scores/config version to trusted users/tests.,US-0401-T01,Implement tenant-scoped chunk repository,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0401,Hybrid retrieval baseline,Learner,retrieve the most relevant source evidence for a question,P0,8,US-0304,Retrieval always applies workspace/notebook filters. | Vector and lexical results are fused into one ranked candidate list. | Debug mode exposes scores/config version to trusted users/tests.,US-0401-T02,Implement query embedding,AI,1
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0401,Hybrid retrieval baseline,Learner,retrieve the most relevant source evidence for a question,P0,8,US-0304,Retrieval always applies workspace/notebook filters. | Vector and lexical results are fused into one ranked candidate list. | Debug mode exposes scores/config version to trusted users/tests.,US-0401-T03,Implement vector search,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0401,Hybrid retrieval baseline,Learner,retrieve the most relevant source evidence for a question,P0,8,US-0304,Retrieval always applies workspace/notebook filters. | Vector and lexical results are fused into one ranked candidate list. | Debug mode exposes scores/config version to trusted users/tests.,US-0401-T04,Implement PostgreSQL FTS search,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0401,Hybrid retrieval baseline,Learner,retrieve the most relevant source evidence for a question,P0,8,US-0304,Retrieval always applies workspace/notebook filters. | Vector and lexical results are fused into one ranked candidate list. | Debug mode exposes scores/config version to trusted users/tests.,US-0401-T05,Implement reciprocal-rank fusion,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0401,Hybrid retrieval baseline,Learner,retrieve the most relevant source evidence for a question,P0,8,US-0304,Retrieval always applies workspace/notebook filters. | Vector and lexical results are fused into one ranked candidate list. | Debug mode exposes scores/config version to trusted users/tests.,US-0401-T06,Add retrieval unit/integration dataset tests,Test,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0402,Grounded answer and citation validation,Learner,verify where AI claims come from,P0,8,US-0401,"Model receives only citation keys assigned by server. | Every returned citation key maps to a retrieved chunk. | Insufficient evidence produces explicit fallback, not invented citations.",US-0402-T01,Implement context budgeter/citation-key assignment,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0402,Grounded answer and citation validation,Learner,verify where AI claims come from,P0,8,US-0401,"Model receives only citation keys assigned by server. | Every returned citation key maps to a retrieved chunk. | Insufficient evidence produces explicit fallback, not invented citations.",US-0402-T02,Implement grounded answer structured schema,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0402,Grounded answer and citation validation,Learner,verify where AI claims come from,P0,8,US-0401,"Model receives only citation keys assigned by server. | Every returned citation key maps to a retrieved chunk. | Insufficient evidence produces explicit fallback, not invented citations.",US-0402-T03,Implement citation validator,AI,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0402,Grounded answer and citation validation,Learner,verify where AI claims come from,P0,8,US-0401,"Model receives only citation keys assigned by server. | Every returned citation key maps to a retrieved chunk. | Insufficient evidence produces explicit fallback, not invented citations.",US-0402-T04,Implement source metadata materialization in Core,Core,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0402,Grounded answer and citation validation,Learner,verify where AI claims come from,P0,8,US-0401,"Model receives only citation keys assigned by server. | Every returned citation key maps to a retrieved chunk. | Insufficient evidence produces explicit fallback, not invented citations.",US-0402-T05,Add hallucinated-citation adversarial tests,Security,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0403,Conversation persistence,Learner,keep durable chat history per notebook,P0,5,US-0201,Conversation/message order is deterministic. | User can only open conversations in permitted notebook. | Feedback can be recorded per assistant message.,US-0403-T01,Implement Conversation/Message/Citation entities,Core,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0403,Conversation persistence,Learner,keep durable chat history per notebook,P0,5,US-0201,Conversation/message order is deterministic. | User can only open conversations in permitted notebook. | Feedback can be recorded per assistant message.,US-0403-T02,Implement conversation REST endpoints,Core,2
E4,Retrieval & Grounded Chat,Sprint 5-7,P0,US-0403,Conversation persistence,Learner,keep durable chat history per notebook,P0,5,US-0201,Conversation/message order is deterministic. | User can only open conversations in permitted notebook. | Feedback can be recorded per assistant message.,US-0403-T03,Implement message feedback endpoint,Core,1
